date,article,views,day_of_week,month,regime,views_lag1,views_lag7,views_ma7,views_std7
2020-05-06,COVID-19_pandemic,117835,2,5,normal,115082.0,129313.0,111374.28571428571,30531.878289826218
2020-05-07,COVID-19_pandemic,127830,3,5,normal,117835.0,117956.0,112784.85714285714,31109.262122549986
2020-05-08,COVID-19_pandemic,126049,4,5,normal,127830.0,147059.0,109783.42857142857,28121.396781674634
2020-05-09,COVID-19_pandemic,80933,5,5,normal,126049.0,62127.0,112470.0,23293.654801254343
2020-05-10,COVID-19_pandemic,103494,6,5,normal,80933.0,79859.0,115846.42857142857,19117.42438071563
2020-05-11,COVID-19_pandemic,125910,0,5,normal,103494.0,139702.0,113876.14285714286,16821.952378054197
2020-05-12,COVID-19_pandemic,134377,1,5,normal,125910.0,115082.0,116632.57142857143,18545.05438885833
2020-05-13,COVID-19_pandemic,131851,2,5,normal,134377.0,117835.0,118634.85714285714,19431.953713995317
2020-05-14,COVID-19_pandemic,81538,3,5,normal,131851.0,127830.0,112021.71428571429,23277.655592966436
2020-05-15,COVID-19_pandemic,116892,4,5,normal,81538.0,126049.0,110713.57142857143,22605.573699548393
2020-05-16,COVID-19_pandemic,85896,5,5,normal,116892.0,80933.0,111422.57142857143,21569.97304786712
2020-05-17,COVID-19_pandemic,85618,6,5,normal,85896.0,103494.0,108868.85714285714,23625.360275408646
2020-05-18,COVID-19_pandemic,132075,0,5,normal,85618.0,125910.0,109749.57142857143,24466.442329969308
2020-05-19,COVID-19_pandemic,130169,1,5,normal,132075.0,134377.0,109148.42857142857,23803.200126993725
2020-05-20,COVID-19_pandemic,125492,2,5,normal,130169.0,131851.0,108240.0,22896.444039777587
2020-05-21,COVID-19_pandemic,129396,3,5,normal,125492.0,81538.0,115076.85714285714,20627.102401359956
2020-05-22,COVID-19_pandemic,110017,4,5,normal,129396.0,116892.0,114094.71428571429,20689.84976354576
2020-05-23,COVID-19_pandemic,97870,5,5,normal,110017.0,85896.0,115805.28571428571,18330.351803445956
2020-05-24,COVID-19_pandemic,42917,6,5,declining,97870.0,85618.0,109705.14285714286,32033.728471870454
2020-05-25,COVID-19_pandemic,114256,0,5,normal,42917.0,132075.0,107159.57142857143,30637.3922239755
2020-05-26,COVID-19_pandemic,146429,1,5,normal,114256.0,130169.0,109482.42857142857,33183.2873941946
2020-05-27,COVID-19_pandemic,110992,2,5,normal,146429.0,125492.0,107411.0,32462.08066857905
2020-05-28,COVID-19_pandemic,110021,3,5,normal,110992.0,129396.0,104643.14285714286,31071.32850624282
2020-05-29,COVID-19_pandemic,129520,4,5,normal,110021.0,110017.0,107429.28571428571,32476.16117356589
2020-05-30,COVID-19_pandemic,69341,5,5,declining,129520.0,97870.0,103353.71428571429,35522.93122155644
2020-05-31,COVID-19_pandemic,85073,6,5,normal,69341.0,42917.0,109376.0,25816.611125397536
2020-06-01,COVID-19_pandemic,88146,0,6,normal,85073.0,114256.0,105646.0,26859.178009264055
2020-06-02,COVID-19_pandemic,112348,1,6,normal,88146.0,146429.0,100777.28571428571,20592.173769940608
2020-06-03,COVID-19_pandemic,98959,2,6,normal,112348.0,110992.0,99058.28571428571,20093.559380344494
2020-06-04,COVID-19_pandemic,90979,3,6,normal,98959.0,110021.0,96338.0,19646.03795510269
2020-06-05,COVID-19_pandemic,93898,4,6,normal,90979.0,129520.0,91249.14285714286,13162.029041002506
2020-06-06,COVID-19_pandemic,69344,5,6,declining,93898.0,69341.0,91249.57142857143,13161.196815603455
2020-06-07,COVID-19_pandemic,66621,6,6,declining,69344.0,85073.0,88613.57142857143,16119.758236991367
2020-06-08,COVID-19_pandemic,81951,0,6,normal,66621.0,88146.0,87728.57142857143,16318.539016071603
2020-06-09,COVID-19_pandemic,103219,1,6,normal,81951.0,112348.0,86424.42857142857,14257.745776210608
2020-06-10,COVID-19_pandemic,91796,2,6,normal,103219.0,98959.0,85401.14285714286,13441.902090460553
2020-06-11,COVID-19_pandemic,125470,3,6,normal,91796.0,90979.0,90328.42857142857,20365.66637633996
2020-06-12,COVID-19_pandemic,106534,4,6,normal,125470.0,93898.0,92133.57142857143,21274.519664433876
2020-06-13,COVID-19_pandemic,61553,5,6,declining,106534.0,69344.0,91020.57142857143,22813.616262056832
2020-06-14,COVID-19_pandemic,58118,6,6,declining,61553.0,66621.0,89805.85714285714,24493.801688240645
2020-06-15,COVID-19_pandemic,70742,0,6,normal,58118.0,81951.0,88204.57142857143,25440.980666745487
2020-06-16,COVID-19_pandemic,107554,1,6,normal,70742.0,103219.0,88823.85714285714,25915.708559537023
2020-06-17,COVID-19_pandemic,112337,2,6,normal,107554.0,91796.0,91758.28571428571,27427.181947320645
2020-06-18,COVID-19_pandemic,95652,3,6,normal,112337.0,125470.0,87498.57142857143,23327.976865108794
2020-06-19,COVID-19_pandemic,70937,4,6,normal,95652.0,106534.0,82413.28571428571,22346.081757318578
2020-06-20,COVID-19_pandemic,57739,5,6,declining,70937.0,61553.0,81868.42857142857,22977.071867821887
2020-06-21,COVID-19_pandemic,67585,6,6,normal,57739.0,58118.0,83220.85714285714,21582.41963133099
2020-06-22,COVID-19_pandemic,124544,0,6,normal,67585.0,70742.0,90906.85714285714,25603.26512659781
2020-06-23,COVID-19_pandemic,122029,1,6,normal,124544.0,107554.0,92974.71428571429,27672.764256059254
2020-06-24,COVID-19_pandemic,106423,2,6,normal,122029.0,112337.0,92129.85714285714,27066.748003337838
2020-06-25,COVID-19_pandemic,226002,3,6,trending,106423.0,95652.0,110751.28571428571,57558.224163926054
2020-06-26,COVID-19_pandemic,82451,4,6,normal,226002.0,70937.0,112396.14285714286,56383.33819025075
2020-06-27,COVID-19_pandemic,55428,5,6,declining,82451.0,57739.0,112066.0,56762.20577696629
2020-06-28,COVID-19_pandemic,75829,6,6,normal,55428.0,67585.0,113243.71428571429,55762.20308809628
2020-06-29,COVID-19_pandemic,113271,0,6,normal,75829.0,124544.0,111633.28571428571,55543.81106452299
2020-06-30,COVID-19_pandemic,85584,1,6,normal,113271.0,122029.0,106426.85714285714,56112.14337802638
2020-07-01,COVID-19_pandemic,110444,2,7,normal,85584.0,106423.0,107001.28571428571,56132.675349610414
2020-07-02,COVID-19_pandemic,79448,3,7,normal,110444.0,226002.0,86065.0,20145.22519109684
2020-07-03,COVID-19_pandemic,71256,4,7,normal,79448.0,82451.0,84465.71428571429,20909.814559310777
2020-07-04,COVID-19_pandemic,79223,5,7,normal,71256.0,55428.0,87865.0,16964.34136652533
2020-07-05,COVID-19_pandemic,54673,6,7,declining,79223.0,75829.0,84842.71428571429,20895.124468914553
2020-07-06,COVID-19_pandemic,97225,0,7,normal,54673.0,113271.0,82550.42857142857,17925.814317692366
2020-07-07,COVID-19_pandemic,92871,1,7,normal,97225.0,85584.0,83591.42857142857,18338.18777721464
2020-07-08,COVID-19_pandemic,84788,2,7,normal,92871.0,110444.0,79926.28571428571,14166.116095744079
2020-07-09,COVID-19_pandemic,89405,3,7,normal,84788.0,79448.0,81348.71428571429,14603.237183518562
2020-07-10,COVID-19_pandemic,96052,4,7,normal,89405.0,71256.0,84891.0,14753.623453240327
2020-07-11,COVID-19_pandemic,82346,5,7,normal,96052.0,79223.0,85337.14285714286,14600.07949097744
2020-07-12,COVID-19_pandemic,64199,6,7,normal,82346.0,54673.0,86698.0,11347.112907402303
2020-07-13,COVID-19_pandemic,106115,0,7,normal,64199.0,97225.0,87968.0,13085.95740988544
2020-07-14,COVID-19_pandemic,78343,1,7,normal,106115.0,92871.0,85892.57142857143,13328.560047971565
2020-07-15,COVID-19_pandemic,87563,2,7,normal,78343.0,84788.0,86289.0,13331.49930302925
2020-07-16,COVID-19_pandemic,101146,3,7,normal,87563.0,89405.0,87966.28571428571,14478.151490139579
2020-07-17,COVID-19_pandemic,110962,4,7,normal,101146.0,96052.0,90096.28571428571,16779.78458060265
2020-07-18,COVID-19_pandemic,64414,5,7,normal,110962.0,82346.0,87534.57142857143,19334.52539592624
2020-07-19,COVID-19_pandemic,61889,6,7,declining,64414.0,64199.0,87204.57142857143,19812.98973617351
2020-07-20,COVID-19_pandemic,110080,0,7,normal,61889.0,106115.0,87771.0,20488.86855506348
2020-07-21,COVID-19_pandemic,97466,1,7,normal,110080.0,78343.0,90502.85714285714,20296.251480085157
2020-07-22,COVID-19_pandemic,102531,2,7,normal,97466.0,87563.0,92641.14285714286,20718.970956014964
2020-07-23,COVID-19_pandemic,128906,3,7,normal,102531.0,101146.0,96606.85714285714,24860.858073342064
2020-07-24,COVID-19_pandemic,81875,4,7,normal,128906.0,110962.0,92451.57142857143,24489.6790427937
2020-07-25,COVID-19_pandemic,57186,5,7,declining,81875.0,64414.0,91419.0,25976.13638194362
2020-07-26,COVID-19_pandemic,61621,6,7,normal,57186.0,61889.0,91380.71428571429,26027.061594388575
2020-07-27,COVID-19_pandemic,80232,0,7,normal,61621.0,110080.0,87116.71428571429,24872.361781130305
2020-07-28,COVID-19_pandemic,82613,1,7,normal,80232.0,97466.0,84994.85714285714,24472.658440448613
2020-07-29,COVID-19_pandemic,85096,2,7,normal,82613.0,102531.0,82504.14285714286,23246.986854418967
2020-07-30,COVID-19_pandemic,103277,3,7,normal,85096.0,128906.0,78842.85714285714,15422.270384399615
2020-07-31,COVID-19_pandemic,81522,4,7,normal,103277.0,81875.0,78792.42857142857,15411.276486793253
2020-08-01,COVID-19_pandemic,61881,5,8,normal,81522.0,57186.0,79463.14285714286,14382.016055113041
2020-08-02,COVID-19_pandemic,73115,6,8,normal,61881.0,61621.0,81105.14285714286,12544.175426980528
2020-08-03,COVID-19_pandemic,119475,0,8,normal,73115.0,80232.0,86711.28571428571,19129.46992395325
2020-08-04,COVID-19_pandemic,107731,1,8,normal,119475.0,82613.0,90299.57142857143,20536.64042516164
2020-08-05,COVID-19_pandemic,109364,2,8,normal,107731.0,85096.0,93766.42857142857,21535.873915068212
2020-08-06,COVID-19_pandemic,92691,3,8,normal,109364.0,103277.0,92254.14285714286,21124.471247257105
2020-08-07,COVID-19_pandemic,109024,4,8,normal,92691.0,81522.0,96183.0,21352.03933273511
2020-08-08,COVID-19_pandemic,69015,5,8,normal,109024.0,61881.0,97202.14285714286,19534.840485899138
2020-08-09,COVID-19_pandemic,65121,6,8,normal,69015.0,73115.0,96060.14285714286,21328.93216914975
2020-08-10,COVID-19_pandemic,105959,0,8,normal,65121.0,119475.0,94129.28571428571,19378.572605795718
2020-08-11,COVID-19_pandemic,95504,1,8,normal,105959.0,107731.0,92382.57142857143,18478.36838808329
2020-08-12,COVID-19_pandemic,88257,2,8,normal,95504.0,109364.0,89367.28571428571,16900.238545794688
2020-08-13,COVID-19_pandemic,122099,3,8,normal,88257.0,92691.0,93568.42857142857,21017.767133682766
2020-08-14,COVID-19_pandemic,89260,4,8,normal,122099.0,109024.0,90745.0,19892.900065098656
2020-08-15,COVID-19_pandemic,54547,5,8,declining,89260.0,69015.0,88678.14285714286,23031.007550898128
2020-08-16,COVID-19_pandemic,60463,6,8,declining,54547.0,65121.0,88012.71428571429,23876.83533409383
2020-08-17,COVID-19_pandemic,130608,0,8,normal,60463.0,105959.0,91534.0,28361.1019296971
2020-08-18,COVID-19_pandemic,79340,1,8,normal,130608.0,95504.0,89224.85714285714,28640.64817369758
2020-08-19,COVID-19_pandemic,100531,2,8,normal,79340.0,88257.0,90978.28571428571,28945.61251562599
2020-08-20,COVID-19_pandemic,95743,3,8,normal,100531.0,122099.0,87213.14285714286,25761.924238616062
2020-08-21,COVID-19_pandemic,106658,4,8,normal,95743.0,89260.0,89698.57142857143,26810.23374793756
2020-08-22,COVID-19_pandemic,63366,5,8,normal,106658.0,54547.0,90958.42857142857,25031.28863946847
2020-08-23,COVID-19_pandemic,52733,6,8,declining,63366.0,60463.0,89854.14285714286,26714.754234496082
2020-08-24,COVID-19_pandemic,82400,0,8,normal,52733.0,130608.0,82967.28571428571,19768.469538757083
2020-08-25,COVID-19_pandemic,93819,1,8,normal,82400.0,79340.0,85035.71428571429,20080.704052350837
2020-08-26,COVID-19_pandemic,101315,2,8,normal,93819.0,100531.0,85147.71428571429,20183.456540066814
2020-08-27,COVID-19_pandemic,99633,3,8,normal,101315.0,95743.0,85703.42857142857,20573.580152363324
2020-08-28,COVID-19_pandemic,103295,4,8,normal,99633.0,106658.0,85223.0,20034.91469909478
2020-08-29,COVID-19_pandemic,59660,5,8,declining,103295.0,63366.0,84693.57142857143,20745.13316304297
2020-08-30,COVID-19_pandemic,51128,6,8,declining,59660.0,52733.0,84464.28571428571,21161.93420361427
2020-08-31,COVID-19_pandemic,63693,0,8,normal,51128.0,82400.0,81791.85714285714,22598.512741834635
2020-09-01,COVID-19_pandemic,106242,1,9,normal,63693.0,93819.0,83566.57142857143,24135.95766249433
2020-09-02,COVID-19_pandemic,108512,2,9,normal,106242.0,101315.0,84594.71428571429,25149.99953422331
2020-09-03,COVID-19_pandemic,138315,3,9,trending,108512.0,99633.0,90120.71428571429,32251.866063399044
2020-09-04,COVID-19_pandemic,151476,4,9,trending,138315.0,103295.0,97003.71428571429,39791.91007694188
2020-09-05,COVID-19_pandemic,50301,5,9,declining,151476.0,59660.0,95666.71428571429,41381.264253742855
2020-09-06,COVID-19_pandemic,90424,6,9,normal,50301.0,51128.0,101280.42857142857,36737.008256240006
2020-09-07,COVID-19_pandemic,124097,0,9,normal,90424.0,63693.0,109909.57142857143,33377.12054115878
2020-09-08,COVID-19_pandemic,94823,1,9,normal,124097.0,106242.0,108278.28571428571,33861.77530153174
2020-09-09,COVID-19_pandemic,96926,2,9,normal,94823.0,108512.0,106623.14285714286,34130.539215530334
2020-09-10,COVID-19_pandemic,118705,3,9,normal,96926.0,138315.0,103821.71428571429,31822.486000281206
2020-09-11,COVID-19_pandemic,133954,4,9,normal,118705.0,151476.0,101318.57142857143,27896.198419958822
2020-09-12,COVID-19_pandemic,836949,5,9,viral,133954.0,50301.0,213696.85714285713,275322.9523253425
2020-09-13,COVID-19_pandemic,225762,6,9,trending,836949.0,90424.0,233030.85714285713,269922.5549223508
2020-09-14,COVID-19_pandemic,78430,0,9,declining,225762.0,124097.0,226507.0,273522.09805547085
2020-09-15,COVID-19_pandemic,107027,1,9,normal,78430.0,94823.0,228250.42857142858,272580.12476142193
2020-09-16,COVID-19_pandemic,114946,2,9,normal,107027.0,96926.0,230824.7142857143,271214.84283848613
2020-09-17,COVID-19_pandemic,118732,3,9,normal,114946.0,118705.0,230828.57142857142,271212.9827324256
2020-09-18,COVID-19_pandemic,113327,4,9,normal,118732.0,133954.0,227881.85714285713,272549.70398041065
2020-09-19,COVID-19_pandemic,75951,5,9,declining,113327.0,836949.0,119167.85714285714,50148.298593367086
2020-09-20,COVID-19_pandemic,97536,6,9,normal,75951.0,225762.0,100849.85714285714,17539.922058250624
2020-09-21,COVID-19_pandemic,100740,0,9,normal,97536.0,78430.0,104037.0,14561.07889775511
2020-09-22,COVID-19_pandemic,97186,1,9,normal,100740.0,107027.0,102631.14285714286,14698.70273673292
2020-09-23,COVID-19_pandemic,856704,2,9,viral,97186.0,114946.0,208596.57142857142,286114.7278568844
2020-09-24,COVID-19_pandemic,138732,3,9,normal,856704.0,118732.0,211453.7142857143,285166.06251604477
2020-09-25,COVID-19_pandemic,91935,4,9,declining,138732.0,113327.0,208397.7142857143,286504.3909848004
2020-09-26,COVID-19_pandemic,54065,5,9,declining,91935.0,75951.0,205271.14285714287,288304.417457444
2020-09-27,COVID-19_pandemic,86759,6,9,declining,54065.0,97536.0,203731.57142857142,289003.5460537102
2020-09-28,COVID-19_pandemic,113633,0,9,normal,86759.0,100740.0,205573.42857142858,288277.9444430074
2020-09-29,COVID-19_pandemic,130975,1,9,normal,113633.0,97186.0,210400.42857142858,286437.61126515083
2020-09-30,COVID-19_pandemic,119794,2,9,normal,130975.0,856704.0,105127.57142857143,29449.471369658877
2020-10-01,COVID-19_pandemic,122942,3,10,normal,119794.0,138732.0,102871.85714285714,26944.71717194612
2020-10-02,COVID-19_pandemic,128756,4,10,normal,122942.0,91935.0,108132.0,28026.1692827729
2020-10-03,COVID-19_pandemic,62819,5,10,declining,128756.0,54065.0,109382.57142857143,25271.449522185252
2020-10-04,COVID-19_pandemic,75510,6,10,declining,62819.0,86759.0,107775.57142857143,27231.491982978536
2020-10-05,COVID-19_pandemic,120668,0,10,normal,75510.0,113633.0,108780.57142857143,27610.867436917375
2020-10-06,COVID-19_pandemic,166115,1,10,normal,120668.0,130975.0,113800.57142857143,34622.731559179774
2020-10-07,COVID-19_pandemic,131277,2,10,normal,166115.0,119794.0,115441.0,35220.8947737936
2020-10-08,COVID-19_pandemic,117729,3,10,normal,131277.0,122942.0,114696.28571428571,35090.73077853187
2020-10-09,COVID-19_pandemic,122245,4,10,normal,117729.0,128756.0,113766.14285714286,34740.484742484994
2020-10-10,COVID-19_pandemic,380218,5,10,trending,122245.0,62819.0,159108.85714285713,101036.838429404
2020-10-11,COVID-19_pandemic,78960,6,10,declining,380218.0,75510.0,159601.7142857143,100568.40652629464
2020-10-12,COVID-19_pandemic,104885,0,10,normal,78960.0,120668.0,157347.0,101756.67456077086
2020-10-13,COVID-19_pandemic,116935,1,10,normal,104885.0,166115.0,150321.2857142857,102743.41195216069
2020-10-14,COVID-19_pandemic,122624,2,10,normal,116935.0,131277.0,149085.14285714287,103062.2875343328
2020-10-15,COVID-19_pandemic,98001,3,10,declining,122624.0,117729.0,146266.85714285713,104324.64832344028
2020-10-16,COVID-19_pandemic,110428,4,10,normal,98001.0,122245.0,144578.7142857143,104872.31821237701
2020-10-17,COVID-19_pandemic,66222,5,10,declining,110428.0,380218.0,99722.14285714286,20487.13605679179
2020-10-18,COVID-19_pandemic,73806,6,10,declining,66222.0,78960.0,98985.85714285714,21428.647223039963
2020-10-19,COVID-19_pandemic,97621,0,10,declining,73806.0,104885.0,97948.14285714286,21270.66259294317
2020-10-20,COVID-19_pandemic,132520,1,10,normal,97621.0,116935.0,100174.57142857143,24202.82420061115
2020-10-21,COVID-19_pandemic,123288,2,10,normal,132520.0,122624.0,100269.42857142857,24306.552435211554
2020-10-22,COVID-19_pandemic,109805,3,10,normal,123288.0,98001.0,101955.71428571429,24531.365587170294
2020-10-23,COVID-19_pandemic,158731,4,10,normal,109805.0,110428.0,108856.14285714286,32733.95135242354
2020-10-24,COVID-19_pandemic,53740,5,10,declining,158731.0,66222.0,107073.0,35653.263768318706
2020-10-25,COVID-19_pandemic,91592,6,10,normal,53740.0,73806.0,109613.85714285714,33453.22030053556
2020-10-26,COVID-19_pandemic,112659,0,10,normal,91592.0,97621.0,111762.14285714286,33034.94625104599
2020-10-27,COVID-19_pandemic,116868,1,10,normal,112659.0,132520.0,109526.14285714286,31906.188832411462
2020-10-28,COVID-19_pandemic,138968,2,10,normal,116868.0,123288.0,111766.14285714286,33541.86527027824
2020-10-29,COVID-19_pandemic,1039169,3,10,viral,138968.0,109805.0,244532.42857142858,352002.44964907895
2020-10-30,COVID-19_pandemic,116101,4,10,normal,1039169.0,158731.0,238442.42857142858,354096.85053520644
2020-10-31,COVID-19_pandemic,77189,5,10,declining,116101.0,53740.0,241792.2857142857,352163.9314437308
2020-11-01,COVID-19_pandemic,97100,6,11,declining,77189.0,91592.0,242579.14285714287,351778.3405704168
2020-11-02,COVID-19_pandemic,96603,0,11,declining,97100.0,112659.0,240285.42857142858,352817.461834897
2020-11-03,COVID-19_pandemic,131626,1,11,normal,96603.0,116868.0,242393.7142857143,352000.2045253734
2020-11-04,COVID-19_pandemic,100128,2,11,declining,131626.0,138968.0,236845.14285714287,354201.4522101928
2020-11-05,COVID-19_pandemic,142061,3,11,normal,100128.0,1039169.0,108686.85714285714,22511.66772608121
2020-11-06,COVID-19_pandemic,105691,4,11,normal,142061.0,116101.0,107199.71428571429,22282.93663855951
2020-11-07,COVID-19_pandemic,79201,5,11,declining,105691.0,77189.0,107487.14285714286,21839.880627180322
2020-11-08,COVID-19_pandemic,90103,6,11,declining,79201.0,97100.0,106487.57142857143,22543.30647041401
2020-11-09,COVID-19_pandemic,130880,0,11,normal,90103.0,96603.0,111384.28571428571,23729.886723385862
2020-11-10,COVID-19_pandemic,146276,1,11,normal,130880.0,131626.0,113477.14285714286,26317.57813976848
2020-11-11,COVID-19_pandemic,113885,2,11,normal,146276.0,100128.0,115442.42857142857,25660.020173134646
2020-11-12,COVID-19_pandemic,120540,3,11,normal,113885.0,142061.0,112368.0,23100.836651514655
2020-11-13,COVID-19_pandemic,103182,4,11,normal,120540.0,105691.0,112009.57142857143,23240.743296038185
2020-11-14,COVID-19_pandemic,90428,5,11,declining,103182.0,79201.0,113613.42857142857,20865.235263926705
2020-11-15,COVID-19_pandemic,83157,6,11,declining,90428.0,90103.0,112621.14285714286,22286.429461509084
2020-11-16,COVID-19_pandemic,122225,0,11,normal,83157.0,130880.0,111384.71428571429,21323.916726797434
2020-11-17,COVID-19_pandemic,128002,1,11,normal,122225.0,146276.0,108774.14285714286,17025.878982972365
2020-11-18,COVID-19_pandemic,133112,2,11,normal,128002.0,113885.0,111520.85714285714,19376.45772949277
2020-11-19,COVID-19_pandemic,169933,3,11,normal,133112.0,120540.0,118577.0,29537.524484401692
2020-11-20,COVID-19_pandemic,119788,4,11,normal,169933.0,103182.0,120949.28571428571,28751.401227964372
2020-11-21,COVID-19_pandemic,72262,5,11,declining,119788.0,90428.0,118354.14285714286,32536.17980765648
2020-11-22,COVID-19_pandemic,99345,6,11,normal,72262.0,83157.0,120666.71428571429,30101.74612717217
2020-11-23,COVID-19_pandemic,117936,0,11,normal,99345.0,122225.0,120054.0,30108.391227916778
2020-11-24,COVID-19_pandemic,138226,1,11,normal,117936.0,128002.0,121514.57142857143,30798.293599142962
2020-11-25,COVID-19_pandemic,137663,2,11,normal,138226.0,133112.0,122164.71428571429,31130.162028244
2020-11-26,COVID-19_pandemic,93945,3,11,declining,137663.0,169933.0,111309.28571428571,24166.722214056885
2020-11-27,COVID-19_pandemic,101027,4,11,normal,93945.0,119788.0,108629.14285714286,24109.947528136297
2020-11-28,COVID-19_pandemic,97944,5,11,normal,101027.0,72262.0,112298.0,19083.662419286695
2020-11-29,COVID-19_pandemic,61635,6,11,declining,97944.0,99345.0,106910.85714285714,27021.37188368037
2020-11-30,COVID-19_pandemic,119016,0,11,normal,61635.0,117936.0,107065.14285714286,27097.789918665916
2020-12-01,COVID-19_pandemic,143902,1,12,normal,119016.0,138226.0,107876.0,28246.220726555526
2020-12-02,COVID-19_pandemic,117000,2,12,normal,143902.0,137663.0,104924.14285714286,25567.171968681872
2020-12-03,COVID-19_pandemic,136184,3,12,normal,117000.0,93945.0,110958.28571428571,27458.582827682927
2020-12-04,COVID-19_pandemic,77467,4,12,declining,136184.0,101027.0,107592.57142857143,30187.14455888482
2020-12-05,COVID-19_pandemic,53400,5,12,declining,77467.0,97944.0,101229.14285714286,36578.38497632382
2020-12-06,COVID-19_pandemic,86116,6,12,normal,53400.0,61635.0,104726.42857142857,33173.69281954718
2020-12-07,COVID-19_pandemic,122395,0,12,normal,86116.0,119016.0,105209.14285714286,33439.79377143573
2020-12-08,COVID-19_pandemic,112702,1,12,normal,122395.0,143902.0,100752.0,29238.278853812426
2020-12-09,COVID-19_pandemic,102172,2,12,normal,112702.0,117000.0,98633.71428571429,28389.759472470407
2020-12-10,COVID-19_pandemic,350281,3,12,trending,102172.0,136184.0,129219.0,100169.84342605295
2020-12-11,COVID-19_pandemic,81666,4,12,normal,350281.0,77467.0,129818.85714285714,99820.24234998373
2020-12-12,COVID-19_pandemic,97415,5,12,normal,81666.0,53400.0,136106.7142857143,95496.85238742022
2020-12-13,COVID-19_pandemic,64061,6,12,declining,97415.0,86116.0,132956.0,97758.13463509467
2020-12-14,COVID-19_pandemic,100081,0,12,normal,64061.0,122395.0,129768.28571428571,98520.74026267121
2020-12-15,COVID-19_pandemic,132639,1,12,normal,100081.0,112702.0,132616.42857142858,98232.90100547955
2020-12-16,COVID-19_pandemic,152052,2,12,normal,132639.0,102172.0,139742.14285714287,97462.52665927295
2020-12-17,COVID-19_pandemic,985356,3,12,viral,152052.0,350281.0,230467.14285714287,334193.7238256819
2020-12-18,COVID-19_pandemic,128255,4,12,normal,985356.0,81666.0,237122.7142857143,331186.7891591864
2020-12-19,COVID-19_pandemic,67524,5,12,declining,128255.0,97415.0,232852.57142857142,333473.13122591906
2020-12-20,COVID-19_pandemic,87229,6,12,declining,67524.0,64061.0,236162.2857142857,331628.53868131543
2020-12-21,COVID-19_pandemic,112367,0,12,normal,87229.0,100081.0,237917.42857142858,330819.81973216025
2020-12-22,COVID-19_pandemic,120559,1,12,normal,112367.0,132639.0,236191.7142857143,331491.3587037195
2020-12-23,COVID-19_pandemic,107576,2,12,normal,120559.0,152052.0,229838.0,333791.1143255114
2020-12-24,COVID-19_pandemic,128624,3,12,normal,107576.0,985356.0,107447.71428571429,22657.593382897623
2020-12-25,COVID-19_pandemic,97231,4,12,declining,128624.0,128255.0,103015.71428571429,20873.184437727577
2020-12-26,COVID-19_pandemic,84040,5,12,declining,97231.0,67524.0,105375.14285714286,16711.206812879234
2020-12-27,COVID-19_pandemic,76028,6,12,declining,84040.0,87229.0,103775.0,19103.384045764356
2020-12-28,COVID-19_pandemic,162424,0,12,normal,76028.0,112367.0,110926.0,29432.297514804453
2020-12-29,COVID-19_pandemic,149701,1,12,normal,162424.0,120559.0,115089.14285714286,32880.95813906313
2020-12-30,COVID-19_pandemic,128516,2,12,normal,149701.0,107576.0,118080.57142857143,33035.68048770419
2020-12-31,COVID-19_pandemic,128984,3,12,normal,128516.0,128624.0,118132.0,33055.104159569135
2021-01-01,COVID-19_pandemic,134924,4,1,normal,128984.0,97231.0,123516.71428571429,32140.29893407019
2021-01-02,COVID-19_pandemic,76347,5,1,declining,134924.0,84040.0,122417.71428571429,33803.62224532641
2021-01-03,COVID-19_pandemic,63901,6,1,declining,76347.0,76028.0,120685.28571428571,36758.89996410928
2021-01-04,COVID-19_pandemic,109167,0,1,normal,63901.0,162424.0,113077.14285714286,31866.032413990422
2021-01-05,COVID-19_pandemic,132765,1,1,normal,109167.0,149701.0,110657.71428571429,29149.02369842587
2021-01-06,COVID-19_pandemic,94388,2,1,declining,132765.0,128516.0,105782.28571428571,28511.372302493484
2021-01-07,COVID-19_pandemic,87480,3,1,declining,94388.0,128984.0,99853.14285714286,27166.03600962338
2021-01-08,COVID-19_pandemic,109038,4,1,normal,87480.0,134924.0,96155.14285714286,23045.719873246613
2021-01-09,COVID-19_pandemic,75697,5,1,declining,109038.0,76347.0,96062.28571428571,23139.950862193407
2021-01-10,COVID-19_pandemic,78777,6,1,declining,75697.0,63901.0,98187.42857142857,20188.953801993088
2021-01-11,COVID-19_pandemic,981911,0,1,viral,78777.0,109167.0,222865.14285714287,335281.1347130586
2021-01-12,COVID-19_pandemic,115157,1,1,declining,981911.0,132765.0,220349.7142857143,336134.73300534027
2021-01-13,COVID-19_pandemic,106817,2,1,declining,115157.0,94388.0,222125.2857142857,335390.47083596664
2021-01-14,COVID-19_pandemic,109717,3,1,declining,106817.0,87480.0,225302.0,334005.04903918237
2021-01-15,COVID-19_pandemic,119238,4,1,normal,109717.0,109038.0,226759.14285714287,333435.05820595636
2021-01-16,COVID-19_pandemic,72697,5,1,declining,119238.0,75697.0,226330.57142857142,333663.4320658354
2021-01-17,COVID-19_pandemic,90005,6,1,declining,72697.0,78777.0,227934.57142857142,332861.9109730325
2021-01-18,COVID-19_pandemic,124295,0,1,normal,90005.0,981911.0,105418.0,18123.854731632462
2021-01-19,COVID-19_pandemic,117628,1,1,normal,124295.0,115157.0,105771.0,18367.581849551752
2021-01-20,COVID-19_pandemic,114905,2,1,normal,117628.0,106817.0,106926.42857142857,18695.806623029057
