date,city,pm25,day_of_week,month,aqi,regime,pm25_lag1,pm25_lag7,pm25_ma7,pm25_std7
2021-12-24,New_York,18.027585298391493,4,12,62.72014012530363,moderate,13.529875261462745,17.12741697696284,20.7654138431594,16.702513175396874
2021-12-25,New_York,10.953178046841998,5,12,45.638241861841664,good,18.027585298391493,11.114414245513371,20.742380100492063,16.71814454647752
2021-12-26,New_York,12.743412235917463,6,12,51.38071295261258,moderate,10.953178046841998,12.445856545024073,20.784888056333976,16.69389448156316
2021-12-27,New_York,13.656264977584653,0,12,53.33962441541771,moderate,12.743412235917463,17.270630052550644,20.268550188481694,16.87561209702068
2021-12-28,New_York,20.80977449878277,1,12,68.69050321627203,moderate,13.656264977584653,14.745075485743275,21.134935761773047,16.699538342549484
2021-12-29,New_York,86.31157971471566,2,12,166.23370901723692,unhealthy,20.80977449878277,58.22446001343022,25.147381433385256,27.18121762972424
2021-12-30,New_York,14.884909769478702,3,12,55.9762012220573,moderate,86.31157971471566,13.529875261462745,25.34095779167325,27.089361759920326
2021-12-31,New_York,14.1821743680009,4,12,54.468185339057726,moderate,14.884909769478702,18.027585298391493,24.791613373046022,27.300554629891064
2022-01-01,New_York,10.795415586607628,5,1,44.980898277531786,good,14.1821743680009,10.953178046841998,24.769075878726827,27.313944555931556
2022-01-02,New_York,7.235882323558709,6,1,30.14950968149462,good,10.795415586607628,12.743412235917463,23.982285891247,27.793201878724563
2022-01-03,New_York,17.41908786068451,0,1,61.41435163237019,moderate,7.235882323558709,13.656264977584653,24.519832017404127,27.59588916742248
2022-01-04,New_York,21.09909077125449,1,1,69.31135358638304,moderate,17.41908786068451,20.80977449878277,24.561162913471513,27.58962238422518
2022-01-05,New_York,18.502941908546532,2,1,63.740218687868094,moderate,21.09909077125449,86.31157971471566,14.874214655447352,4.723220662614869
2022-01-06,New_York,17.330269131837092,3,1,61.22375350179634,moderate,18.502941908546532,14.884909769478702,15.223551707212838,4.813708119213447
2022-01-07,New_York,21.17570892784282,4,1,69.47577023142236,moderate,17.330269131837092,14.1821743680009,16.22262807290454,5.266044512835291
2022-01-08,New_York,9.9887596278515,5,1,41.61983178271459,good,21.17570892784282,10.795415586607628,16.10739150736795,5.411421147651978
2022-01-09,New_York,13.792729966472743,6,1,53.6324677392119,moderate,9.9887596278515,7.235882323558709,17.04408402778424,4.004437241556568
2022-01-10,New_York,16.857346070066406,0,1,60.20889714606525,moderate,13.792729966472743,17.41908786068451,16.963835200553085,4.001297077191553
2022-01-11,New_York,14.82266561769253,1,1,55.84263008088526,moderate,16.857346070066406,21.09909077125449,16.067203035758517,3.6036762172951224
2022-01-12,New_York,16.55375331614018,2,1,59.55741054965704,moderate,14.82266561769253,18.502941908546532,15.788747522557612,3.456395971810712
2022-01-13,New_York,18.574552970599996,3,1,63.89389049484978,moderate,16.55375331614018,17.330269131837092,15.966502356666597,3.5787168170267196
2022-01-14,New_York,19.90254392493039,4,1,66.74365649126693,moderate,18.574552970599996,21.17570892784282,15.78462164196482,3.2906005101417564
2022-01-15,New_York,7.042988587185288,5,1,29.3457857799387,good,19.90254392493039,9.9887596278515,15.363797207583934,4.214118924319365
2022-01-16,New_York,12.630542967446512,6,1,51.13850422198823,moderate,7.042988587185288,13.792729966472743,15.197770493437329,4.308175604326885
2022-01-17,New_York,23.604246650519656,0,1,74.68722457193059,moderate,12.630542967446512,16.857346070066406,16.16161343350208,5.366158775442714
2022-01-18,New_York,11.765201067549414,1,1,49.02167111478923,good,23.604246650519656,14.82266561769253,15.724832783481634,5.612102682358005
2022-01-19,New_York,14.258030580848091,2,1,54.63096691169118,moderate,11.765201067549414,16.55375331614018,15.396872392725623,5.622657622376827
2022-01-20,New_York,19.267874056717442,3,1,65.3817039843722,moderate,14.258030580848091,18.574552970599996,15.49591826217097,5.693622190203723
2022-01-21,New_York,16.341323416829276,4,1,59.101552396629344,moderate,19.267874056717442,19.90254392493039,14.987172475299383,5.384988487807213
2022-01-22,New_York,13.69309917833975,5,1,53.41866776467758,moderate,16.341323416829276,7.042988587185288,15.937188274035734,4.20783919226343
2022-01-23,New_York,10.412428238016766,6,1,43.385117658403196,good,13.69309917833975,12.630542967446512,15.620314741260056,4.566575530038466
2022-01-24,New_York,23.714630287067276,0,1,74.92409932847055,moderate,10.412428238016766,23.604246650519656,15.636083832195434,4.598817007359553
2022-01-25,New_York,15.318610555472963,1,1,56.906889604019234,moderate,23.714630287067276,11.765201067549414,16.143713759041653,4.285789427640816
2022-01-26,New_York,16.38545056985479,2,1,59.19624585805749,moderate,15.318610555472963,14.258030580848091,16.447630900328324,4.204442538241973
2022-01-27,New_York,20.293727370409016,3,1,67.58310594508373,moderate,16.38545056985479,19.267874056717442,16.594181373712836,4.334981154352241
2022-01-28,New_York,20.120917815131815,4,1,67.21226998955325,moderate,20.293727370409016,16.341323416829276,17.134123430613197,4.529266689335394
2022-01-29,New_York,7.745404294647621,5,1,32.27251789436509,good,20.120917815131815,13.69309917833975,16.284452732942892,5.691211902379181
2022-01-30,New_York,14.061466939662301,6,1,54.20915652288048,moderate,7.745404294647621,10.412428238016766,16.80574397603511,5.210536436777842
2022-01-31,New_York,17.30264993463564,0,1,61.16448483827391,moderate,14.061466939662301,23.714630287067276,15.88974678283059,4.2727623621640145
2022-02-01,New_York,13.996335546425666,1,2,54.06938958460444,moderate,17.30264993463564,15.318610555472963,15.700850352966693,4.331051175572918
2022-02-02,New_York,19.070557703877657,2,2,64.95827833450141,moderate,13.996335546425666,16.38545056985479,16.08443708639853,4.516715333291717
2022-02-03,New_York,16.3177190459569,3,2,59.05089924025086,moderate,19.070557703877657,20.293727370409016,15.516435897191084,4.132840482705932
2022-02-04,New_York,20.393648453198004,4,2,67.79752886952362,moderate,16.3177190459569,20.120917815131815,15.555397416914827,4.184446305798258
2022-02-05,New_York,12.36074053833694,5,2,50.559529052225194,moderate,20.393648453198004,7.745404294647621,16.2147311660133,2.9218811968129432
2022-02-06,New_York,10.762506830861,6,2,44.843778461920834,good,12.36074053833694,14.061466939662301,15.743451150470259,3.529867980787349
2022-02-07,New_York,21.65093069888825,0,2,70.49555943967435,moderate,10.762506830861,17.30264993463564,16.364634116792057,4.173846020032004
2022-02-08,New_York,17.437761868119335,1,2,61.454424609698144,moderate,21.65093069888825,13.996335546425666,16.856266448462584,4.049213754938205
2022-02-09,New_York,12.827078715882454,2,2,51.56025475511256,moderate,17.437761868119335,19.070557703877657,15.964340878748983,4.166120130814935
2022-02-10,New_York,17.24057975526866,3,2,61.031287028473514,moderate,12.827078715882454,16.3177190459569,16.096178122936376,4.193677459272971
2022-02-11,New_York,18.885523607963144,4,2,64.56120945914837,moderate,17.24057975526866,20.393648453198004,15.880731716474255,3.968813019687443
2022-02-12,New_York,15.60302581082319,5,2,57.517222770006846,moderate,18.885523607963144,12.36074053833694,16.343915326829432,3.6672848718773006
2022-02-13,New_York,13.86453496412213,6,2,53.78655571700028,moderate,15.60302581082319,10.762506830861,16.787062203009594,3.0087212703525985
2022-02-14,New_York,15.568517319876072,0,2,57.44317021432634,moderate,13.86453496412213,21.65093069888825,15.918146006007856,2.1156933253333015
2022-02-15,New_York,18.758441866578906,1,2,64.28850185961139,moderate,15.568517319876072,17.437761868119335,16.106814577216365,2.3225642036343683
2022-02-16,New_York,14.567031314063396,2,2,55.29405861386995,moderate,18.758441866578906,12.827078715882454,16.355379234099356,1.9810603783844842
2022-02-17,New_York,14.863266282278492,3,2,55.9297559705547,moderate,14.567031314063396,17.24057975526866,16.01576302367219,2.007612522477387
2022-02-18,New_York,14.030395831299291,4,2,54.14248032467659,moderate,14.863266282278492,18.885523607963144,15.32217334129164,1.6594044507651746
2022-02-19,New_York,8.873341750048402,5,2,36.972257291868345,good,14.030395831299291,15.60302581082319,14.3607899040381,2.9314525061793897
2022-02-20,New_York,17.804457925394203,6,2,62.241326020159235,moderate,8.873341750048402,13.86453496412213,14.923636041362682,3.187357652552861
2022-02-21,New_York,17.65422840365882,0,2,61.91894507222923,moderate,17.804457925394203,15.568517319876072,15.22159476761736,3.350977464350699
2022-02-22,New_York,18.951744799890328,1,2,64.70331502122389,moderate,17.65422840365882,18.758441866578906,15.249209472376133,3.3855992492201032
2022-02-23,New_York,14.72128431447431,2,2,55.62507363621097,moderate,18.951744799890328,14.567031314063396,15.271245615291978,3.3809178351798397
2022-02-24,New_York,14.29701336433664,3,2,54.7146209535121,moderate,14.72128431447431,14.863266282278492,15.190352341300285,3.3990319146196737
2022-02-25,New_York,16.496343255687112,4,2,59.43421299503672,moderate,14.29701336433664,14.030395831299291,15.54263054478426,3.386540057699905
2022-02-26,New_York,12.962098247134332,5,2,51.849996238485694,moderate,16.496343255687112,8.873341750048402,16.126738615796533,2.183398712088936
2022-02-27,New_York,18.823733350909,6,2,64.42861234100644,moderate,12.962098247134332,17.804457925394203,16.272349390870076,2.3421500325703084
2022-02-28,New_York,11.901399582484862,0,2,49.58916492702026,good,18.823733350909,17.65422840365882,15.450516702130939,2.750204552813301
2022-03-01,New_York,15.326931773811134,1,3,56.92474629573205,moderate,11.901399582484862,18.951744799890328,14.932686269833912,2.282593080963243
2022-03-02,New_York,12.151601558471897,2,3,50.110732958094204,moderate,15.326931773811134,14.72128431447431,14.56558873326214,2.516869888542443
2022-03-03,New_York,16.26649536201507,3,3,58.94097717170616,moderate,12.151601558471897,14.29701336433664,14.846943304359058,2.590837447728441
2022-03-04,New_York,9.692667347513362,4,3,40.38611394797235,good,16.26649536201507,16.496343255687112,13.874989603191379,3.0959062901056407
2022-03-05,New_York,12.204677414497977,5,3,50.22462964484544,moderate,9.692667347513362,12.962098247134332,13.76678662710047,3.145961208019567
2022-03-06,New_York,8.608782745323253,6,3,35.86992810551356,good,12.204677414497977,18.823733350909,12.30750796915965,2.7540354028384084
2022-03-07,New_York,10.654800284316856,0,3,44.39500118465357,good,8.608782745323253,11.901399582484862,12.12942235513565,2.82408637937058
2022-03-08,New_York,13.27758034035832,1,3,52.52699643853717,moderate,10.654800284316856,15.326931773811134,11.83665786464239,2.5280758894573796
2022-03-09,New_York,10.247054965484166,2,3,42.69606235618403,good,13.27758034035832,12.151601558471897,11.564579779929858,2.59025316248553
2022-03-10,New_York,11.812793193627463,3,3,49.21997164011444,good,10.247054965484166,16.26649536201507,10.928336613017345,1.6008555452310187
2022-03-11,New_York,10.238012226606426,4,3,42.65838427752678,good,11.812793193627463,9.692667347513362,11.006243024316351,1.5429200790758972
2022-03-12,New_York,6.51167626404059,5,3,27.13198443350246,good,10.238012226606426,12.204677414497977,10.192957145679584,2.1763295612402613
2022-03-13,New_York,10.222928843473106,6,3,42.59553684780461,good,6.51167626404059,8.608782745323253,10.423549445415276,2.063069810816391
2022-03-14,New_York,11.635408882465764,0,3,48.48087034360736,good,10.222928843473106,10.654800284316856,10.563636388007977,2.1140521181722995
2022-03-15,New_York,9.592574260024081,1,3,39.96905941676701,good,11.635408882465764,13.27758034035832,10.037206947960229,1.753704286292088
2022-03-16,New_York,7.154930124575755,2,3,29.81220885239898,good,9.592574260024081,10.247054965484166,9.595474827830456,2.055499330131879
2022-03-17,New_York,8.087662737543456,3,3,33.6985947397644,good,7.154930124575755,11.812793193627463,9.06331333410417,1.858542912853849
2022-03-18,New_York,18.359620014753347,4,3,63.43266097586555,moderate,8.087662737543456,10.238012226606426,10.223543018125156,4.007151118695342
2022-03-19,New_York,5.961649021525702,5,3,24.84020425635709,good,18.359620014753347,6.51167626404059,10.144967697765887,4.096464483750047
2022-03-20,New_York,9.39560925456227,6,3,39.148371894009465,good,5.961649021525702,10.222928843473106,10.02677918506434,4.105764404350133
2022-03-21,New_York,13.74725358430426,0,3,53.53487893627524,moderate,9.39560925456227,11.635408882465764,10.328471285326982,4.315880007844735
2022-03-22,New_York,8.916580382704577,1,3,37.15241826126908,good,13.74725358430426,9.592574260024081,10.231900731424194,4.342570894423676
2022-03-23,New_York,12.133428983051333,2,3,50.07173601513162,moderate,8.916580382704577,7.154930124575755,10.943114854063564,4.158421469684718
2022-03-24,New_York,12.599282828543261,3,3,51.0714223788482,moderate,12.133428983051333,8.087662737543456,11.587632009920679,3.988238619946631
2022-03-25,New_York,12.275262279473282,4,3,50.376099312174425,moderate,12.599282828543261,18.359620014753347,10.718438047737811,2.7313247878561397
2022-03-26,New_York,7.989721900110974,5,3,33.29050791712906,good,12.275262279473282,5.961649021525702,11.008162744678566,2.1981840139400637
2022-03-27,New_York,15.567844107898994,6,3,57.44172555343132,moderate,7.989721900110974,9.39560925456227,11.889910580869525,2.637552160750292
2022-03-28,New_York,7.833906865951302,0,3,32.64127860813043,good,15.567844107898994,13.74725358430426,11.045146763961961,2.8794140075890464
2022-03-29,New_York,10.377175423951066,1,3,43.238230933129444,good,7.833906865951302,8.916580382704577,11.253803198425743,2.7494477773047103
2022-03-30,New_York,14.679510652883055,2,3,55.53543058558596,moderate,10.377175423951066,12.133428983051333,11.617529151258847,3.038432505474673
2022-03-31,New_York,11.23796011491715,3,3,46.8248338121548,good,14.679510652883055,12.599282828543261,11.42305447788369,3.008541233509132
2022-04-01,New_York,10.784869333346904,4,4,44.9369555556121,good,11.23796011491715,12.275262279473282,11.210141199865635,2.9908644184212707
2022-04-02,New_York,1.0326010375523564,5,4,4.302504323134819,good,10.784869333346904,7.989721900110974,10.216266790928689,4.829912675545313
2022-04-03,New_York,9.705424170059475,6,4,40.439267375247816,good,1.0326010375523564,15.567844107898994,9.378778228380186,4.216637868360454
2022-04-04,New_York,14.258206523536073,0,4,54.631344471107454,moderate,9.705424170059475,7.833906865951302,10.296535322320869,4.513063553989945
2022-04-05,New_York,17.61970490001238,1,4,61.84486030045575,moderate,14.258206523536073,10.377175423951066,11.331182390329628,5.296780528528244
2022-04-06,New_York,10.150643818847836,2,4,42.29434924519932,good,17.61970490001238,14.679510652883055,10.684201414038881,5.092274905572543
2022-04-07,New_York,10.85106273083979,3,4,45.212761378499124,good,10.150643818847836,11.23796011491715,10.628930359170687,5.087360023582066
2022-04-08,New_York,4.693368380233908,4,4,19.55570158430795,good,10.85106273083979,10.784869333346904,9.758715937297401,5.555673663309198
2022-04-09,New_York,9.688029587330547,5,4,40.36678994721061,good,4.693368380233908,1.0326010375523564,10.995205730122859,4.048675202691058
2022-04-10,New_York,10.001190662569396,6,4,41.67162776070582,good,9.688029587330547,9.705424170059475,11.037458086195704,4.034490013867938
2022-04-11,New_York,12.52882434230144,0,4,50.92022391051811,moderate,10.001190662569396,14.258206523536073,10.79040348887647,3.853274776663463
2022-04-12,New_York,14.366720199404506,1,4,54.864206436490356,moderate,12.52882434230144,17.61970490001238,10.325691388789632,2.99236086072838
2022-04-13,New_York,13.624677941119952,2,4,53.271841075364705,moderate,14.366720199404506,10.150643818847836,10.821981977685649,3.236610400435435
2022-04-14,New_York,8.935024045886351,3,4,37.2292668578598,good,13.624677941119952,10.85106273083979,10.548262165549444,3.3138393670214334
2022-04-15,New_York,14.556933971046917,4,4,55.272390495808835,moderate,8.935024045886351,4.693368380233908,11.957342964237016,2.37277248624121
2022-04-16,New_York,6.189720234251558,5,4,25.79050097604816,good,14.556933971046917,9.688029587330547,11.457584485225732,3.1661668365236317
2022-04-17,New_York,7.3912159643981274,6,4,30.7967331849922,good,6.189720234251558,10.001190662569396,11.08473095691555,3.502113798020302
2022-04-18,New_York,10.29114064242397,0,4,42.87975267676654,good,7.3912159643981274,12.52882434230144,10.765061856933055,3.4500692715958463
2022-04-19,New_York,5.49422309852705,1,4,22.892596243862712,good,10.29114064242397,14.366720199404506,9.497562271093418,3.535104427343807
2022-04-20,New_York,9.421939879605915,2,4,39.25808283169132,good,5.49422309852705,13.624677941119952,8.897171119448556,3.0394936014862846
2022-04-21,New_York,6.834357243177537,3,4,28.476488513239737,good,9.421939879605915,8.935024045886351,8.597075861918725,3.1372625068098654
2022-04-22,New_York,12.849714251838043,4,4,51.60882886660524,moderate,6.834357243177537,14.556933971046917,8.353187330603172,2.6205326908961735
2022-04-23,New_York,14.548515508438276,5,4,55.25432512540403,moderate,12.849714251838043,6.189720234251558,9.547300941201275,3.28946043329564
2022-04-24,New_York,9.849958326444815,6,4,41.0414930268534,good,14.548515508438276,7.3912159643981274,9.898549850065086,3.1491418975943613
2022-04-25,New_York,5.845925097833858,0,4,24.35802124097441,good,9.849958326444815,10.29114064242397,9.263519057980785,3.4868648585558706
2022-04-26,New_York,10.593755504218054,1,4,44.14064793424189,good,5.845925097833858,5.49422309852705,9.992023687365215,3.076693659831739
2022-04-27,New_York,20.101668417791686,2,4,67.17096226993924,moderate,10.593755504218054,9.421939879605915,11.517699192820325,4.871385566938206
2022-04-28,New_York,10.183153721149893,3,4,42.42980717145789,good,20.101668417791686,6.834357243177537,11.996098689673518,4.483816107201348
2022-04-29,New_York,13.061273001990864,4,4,52.06281760083876,moderate,10.183153721149893,12.849714251838043,12.026321368266778,4.491235617190651
2022-04-30,New_York,5.084464319506047,5,4,21.185267997941864,good,13.061273001990864,14.548515508438276,10.674314055562174,5.000993797973193
2022-05-01,New_York,13.019833909741745,6,5,51.97389251017542,moderate,5.084464319506047,9.849958326444815,11.127153424604591,5.057108699038361
2022-05-02,New_York,11.538436815593993,0,5,48.076820064974974,good,13.019833909741745,5.845925097833858,11.940369384284612,4.492486883156639
2022-05-03,New_York,14.138348559246403,1,5,54.37413853915537,moderate,11.538436815593993,10.593755504218054,12.446739820717232,4.5151134491345415
2022-05-04,New_York,8.373257153643191,2,5,34.8885714735133,good,14.138348559246403,20.101668417791686,10.771252497267449,3.1796756010294476
2022-05-05,New_York,9.920112530639749,3,5,41.333802210998954,good,8.373257153643191,10.183153721149893,10.733675184337427,3.1893237595108523
2022-05-06,New_York,9.57427021014102,4,5,39.89279254225425,good,9.920112530639749,13.061273001990864,10.23553192835888,3.0337050402379444
2022-05-07,New_York,7.251585656867893,5,5,30.214940236949555,good,9.57427021014102,5.084464319506047,10.545120690839141,2.480581889200741
2022-05-08,New_York,10.66911344657284,6,5,44.45463936072017,good,7.251585656867893,13.019833909741745,10.209303481815013,2.236868173612019
2022-05-09,New_York,10.035277745955156,0,5,41.81365727481315,good,10.66911344657284,11.538436815593993,9.994566471866607,2.158795227682882
2022-05-10,New_York,12.928519614035672,1,5,51.77793908591346,moderate,10.035277745955156,14.138348559246403,9.82173376540793,1.7884086991978654
2022-05-11,New_York,12.816501032561483,2,5,51.53755586386585,moderate,12.928519614035672,8.373257153643191,10.456482890967688,1.9681054923873815
2022-05-12,New_York,10.345754309277906,3,5,43.10730962199128,good,12.816501032561483,9.920112530639749,10.517288859344566,1.9553056653553857
2022-05-13,New_York,18.463780375894395,4,5,63.65618106415106,moderate,10.345754309277906,9.57427021014102,11.787218883023618,3.5096939293046465
2022-05-14,New_York,13.110796933300081,5,5,52.16909213154524,moderate,18.463780375894395,7.251585656867893,12.624249065371076,2.8920368333935147
2022-05-15,New_York,8.842964009012677,6,5,36.84568337088616,good,13.110796933300081,10.66911344657284,12.363370574291054,3.167081215515247
2022-05-16,New_York,10.390160808534288,0,5,43.2923367022262,good,8.842964009012677,10.035277745955156,12.414068154659502,3.1261789617081406
2022-05-17,New_York,18.25903093739707,1,5,63.216804586688994,moderate,10.390160808534288,12.928519614035672,13.175569772282557,3.840089105645743
2022-05-18,New_York,6.451211511461818,2,5,26.880047964424243,good,18.25903093739707,12.816501032561483,12.266242697839747,4.614788539713297
2022-05-19,New_York,12.862953956749404,3,5,51.6372402505352,moderate,6.451211511461818,10.345754309277906,12.625842647478533,4.537624991980243
2022-05-20,New_York,4.406267141983616,4,5,18.359446424931733,good,12.862953956749404,18.463780375894395,10.617626471205565,4.633026773471496
2022-05-21,New_York,12.345564455111212,5,5,50.526962350024064,moderate,4.406267141983616,13.110796933300081,10.508307545750013,4.57303398254642
2022-05-22,New_York,8.730012388513586,6,5,36.37505161880661,good,12.345564455111212,8.842964009012677,10.492171599964427,4.580083347546184
2022-05-23,New_York,9.273540887286792,0,5,38.639753697028304,good,8.730012388513586,10.390160808534288,10.332654468357642,4.60361299105025
2022-05-24,New_York,11.51654986346316,1,5,47.985624431096504,good,9.273540887286792,18.25903093739707,9.369442886367084,3.1421660242589753
2022-05-25,New_York,12.129748105733007,2,5,50.06383713676611,moderate,11.51654986346316,6.451211511461818,10.180662399834395,2.9926553091808756
2022-05-26,New_York,17.90396874210427,3,5,62.45486854528813,moderate,12.129748105733007,12.862953956749404,10.900807369170806,4.134417053217932
2022-05-27,New_York,7.798591828647854,4,5,32.49413261936606,good,17.90396874210427,4.406267141983616,11.385425181551412,3.3754292010648803
2022-05-28,New_York,11.403088623328918,5,5,47.51286926387049,good,7.798591828647854,12.345564455111212,11.250785777011084,3.3494448280316464
2022-05-29,New_York,10.642714773303322,6,5,44.344644888763845,good,11.403088623328918,8.730012388513586,11.52402897483819,3.183433756429504
2022-05-30,New_York,15.357665125515263,0,5,56.99069769423876,moderate,10.642714773303322,9.273540887286792,12.393189580299397,3.2951856621040485
2022-05-31,New_York,11.697617944349213,1,5,48.74007476812172,good,15.357665125515263,11.51654986346316,12.419056448997408,3.287859747864016
2022-06-01,New_York,15.289019012335203,2,6,56.84338843848756,moderate,11.697617944349213,12.129748105733007,12.870380864226291,3.454158364270346
2022-06-02,New_York,9.66066829886689,3,6,40.252784578612044,good,15.289019012335203,17.90396874210427,11.69276651519238,2.7941927568710803
2022-06-03,New_York,12.10993885193773,4,6,50.02132800845007,moderate,9.66066829886689,7.798591828647854,12.30867323280522,2.2060193279193276
2022-06-04,New_York,8.192079840559927,5,6,34.13366600233303,good,12.10993885193773,11.403088623328918,11.84995769240965,2.7034683184777153
2022-06-05,New_York,12.682919620024704,6,6,51.25090047215602,moderate,8.192079840559927,10.642714773303322,12.141415527655562,2.66127169203987
2022-06-06,New_York,10.932553330556562,0,6,45.55230554398568,good,12.682919620024704,15.357665125515263,11.50925669980432,2.266197805559903
2022-06-07,New_York,15.468432167077697,1,6,57.22839520832124,moderate,10.932553330556562,11.697617944349213,12.047944445908387,2.7209745181687253
2022-06-08,New_York,13.167661272919231,2,6,52.29111861141466,moderate,15.468432167077697,15.289019012335203,11.744893340277534,2.398907236997889
2022-06-09,New_York,18.92349972680822,3,6,64.64270327641249,moderate,13.167661272919231,9.66066829886689,13.068154972840583,3.4024447529760846
2022-06-10,New_York,13.281051968775921,4,6,52.53444628492687,moderate,18.92349972680822,12.10993885193773,13.235456846674609,3.376166449291476
2022-06-11,New_York,7.810351054950679,5,6,32.54312939562783,good,13.281051968775921,8.192079840559927,13.180924163016146,3.472902337872694
2022-06-12,New_York,5.667070027812267,6,6,23.612791782551113,good,7.810351054950679,12.682919620024704,12.178659935557224,4.500825188399408
2022-06-13,New_York,17.14971824220678,0,6,60.836305240787084,moderate,5.667070027812267,10.932553330556562,13.066826351507258,4.816314742610369
2022-06-14,New_York,13.905448752554443,1,6,53.87435354625417,moderate,17.14971824220678,15.468432167077697,12.843543006575363,4.721721350535284
2022-06-15,New_York,9.756538219638994,2,6,40.65224258182914,good,13.905448752554443,13.167661272919231,12.356239713249616,4.856785793759627
2022-06-16,New_York,11.60743417709667,3,6,48.36430907123613,good,9.756538219638994,18.92349972680822,11.311087491862253,3.9011881301936513
2022-06-17,New_York,11.495682712797716,4,6,47.89867796999049,good,11.60743417709667,13.281051968775921,11.05603474100822,3.808183402845466
2022-06-18,New_York,7.593899737605428,5,6,31.641248906689285,good,11.495682712797716,7.810351054950679,11.025113124244614,3.839678548728828
2022-06-19,New_York,10.427588873716047,6,6,43.44828697381686,good,7.593899737605428,5.667070027812267,11.705187245088013,3.078681857637204
2022-06-20,New_York,13.57161423916189,0,6,53.157970470304484,moderate,10.427588873716047,17.14971824220678,11.194029530367313,2.193982237988645
2022-06-21,New_York,12.517123241652572,1,6,50.89511425247333,moderate,13.57161423916189,13.905448752554443,10.99569731452419,1.9580935225862777
2022-06-22,New_York,12.408644174913812,2,6,50.66232655560904,moderate,12.517123241652572,9.756538219638994,11.374569593849161,1.934807294397725
2022-06-23,New_York,10.688163880958651,3,6,44.53401617066105,good,12.408644174913812,11.60743417709667,11.243245265829444,1.9475232105324944
2022-06-24,New_York,8.39499396772143,4,6,34.979141532172626,good,10.688163880958651,11.495682712797716,10.800289730818548,2.2148146455155646
2022-06-25,New_York,7.783633263347703,5,6,32.43180526394876,good,8.39499396772143,7.593899737605428,10.827394520210301,2.1697373209232054
2022-06-26,New_York,9.331251832473919,6,6,38.88021596864133,good,7.783633263347703,10.427588873716047,10.670774942889995,2.2417794566645965
2022-06-27,New_York,12.84934679161396,0,6,51.60804032535185,moderate,9.331251832473919,13.57161423916189,10.567593878954579,2.0980241954242693
2022-06-28,New_York,15.11584704939923,1,6,56.47177478411852,moderate,12.84934679161396,12.517123241652572,10.9388401372041,2.6561691971741985
2022-06-29,New_York,18.248022066941004,2,6,63.19318040116095,moderate,15.11584704939923,12.408644174913812,11.773036978922272,3.8454309425104065
2022-06-30,New_York,14.928568343917041,3,6,56.069889150036566,moderate,18.248022066941004,10.688163880958651,12.378809045059185,3.977766223767993
2022-07-01,New_York,11.125647031504315,4,7,46.35686263126798,good,14.928568343917041,8.39499396772143,12.768902339885312,3.6416609716998645
2022-07-02,New_York,11.740752918913037,5,7,48.919803828804326,good,11.125647031504315,7.783633263347703,13.334205147823214,2.9871218145716254
2022-07-03,New_York,13.678259390082367,6,7,53.38682272549864,moderate,11.740752918913037,9.331251832473919,13.955206227481565,2.412903579394571
2022-07-04,New_York,15.245305635584966,0,7,56.749582908980614,moderate,13.678259390082367,12.84934679161396,14.297486062334565,2.399790445510925
2022-07-05,New_York,17.606277997398593,1,7,61.81604720471801,moderate,15.245305635584966,15.11584704939923,14.65326191204876,2.706360387183909
2022-07-06,New_York,14.53428100850755,2,7,55.223778988213624,moderate,17.606277997398593,18.248022066941004,14.122727475129695,2.2010568535295647
2022-07-07,New_York,13.161905696628095,3,7,52.27876758933068,moderate,14.53428100850755,14.928568343917041,13.87034709694556,2.1945324343317907
2022-07-08,New_York,15.526797422801831,4,7,57.353642538201356,moderate,13.161905696628095,11.125647031504315,14.49908286713092,1.885873987652559
2022-07-09,New_York,14.801450095052868,5,7,55.797103208267956,moderate,15.526797422801831,11.740752918913037,14.936325320865182,1.442445797807783
2022-07-10,New_York,16.176689288992726,6,7,58.74826027680842,moderate,14.801450095052868,13.678259390082367,15.293243877852376,1.3873197282686198
2022-07-11,New_York,18.423878643008536,0,7,63.57055502791531,moderate,16.176689288992726,15.245305635584966,15.747325736055743,1.8213172792764853
2022-07-12,New_York,11.533033851754329,1,7,48.05430771564304,good,18.423878643008536,17.606277997398593,14.879719429535132,2.196153737980843
2022-07-13,New_York,14.02814043868171,2,7,54.1376404263556,moderate,11.533033851754329,14.53428100850755,14.807413633845728,2.217649266806045
2022-07-14,New_York,16.25476537863238,3,7,58.915805533545885,moderate,14.02814043868171,13.161905696628095,15.249250731274913,2.1419772866999365
2022-07-15,New_York,16.999956328658413,4,7,60.51492774390218,moderate,16.25476537863238,15.526797422801831,15.459702003540139,2.2437435213342507
2022-07-16,New_York,9.084614139514548,5,7,37.85255891464395,good,16.999956328658413,14.801450095052868,14.643011152748949,3.310233426206113
2022-07-17,New_York,11.875068397824156,6,7,49.479451657600656,good,9.084614139514548,16.176689288992726,14.028493882582012,3.3766795859603476
2022-07-18,New_York,17.197411220922998,0,7,60.93865068867596,moderate,11.875068397824156,18.423878643008536,13.853284250855506,3.1336754553598425
2022-07-19,New_York,17.97928518061185,1,7,62.61649180388809,moderate,17.197411220922998,11.533033851754329,14.774177297835152,3.2818578297244265
2022-07-20,New_York,18.854551882698456,2,7,64.49474652939583,moderate,17.97928518061185,14.02814043868171,15.463664646980401,3.5913943673802744
